Entreprise,Profil,Experience,Niveau_Etude,Technologie,Salaire
Lenovo Maroc,Business Intelligence,1,Bac+3,Oracle BI,6000
Microsoft Maroc,DevOps Engineer,0,Master,Jenkins,16000
HP Maroc,Développeur Full Stack,10,Ingénieur,Java Spring,18000
Cisco Maroc,Chef de Projet IT,3,Bac+3,Kanban,9000
IBM Maroc,Développeur Full Stack,13,Ingénieur,Java Spring,23000
Microsoft Maroc,Ingénieur Réseau,3,Doctorat,SD-WAN,21000
KPMG Technology Maroc,Développeur Mobile,0,Bac+3,React Native,7000
Lenovo Maroc,Développeur Full Stack,5,Master,Vue.js,12000
Accenture Maroc,Business Intelligence,8,Ingénieur,SAP BO,18000
Dell Technologies Maroc,Business Intelligence,1,Master,SAP BO,10000
Atos Maroc,Data Scientist / IA,8,Bac+3,PyTorch,12000
Sopra Steria Maroc,Chef de Projet IT,2,Master,Kanban,11000
Oracle Maroc,Ingénieur Cybersécurité,5,Bac+3,Security+,12000
Huawei Maroc,Développeur Full Stack,14,Master,Vue.js,13000
PWC Digital Maroc,DevOps Engineer,1,Master,Ansible,12000
Cisco Maroc,DevOps Engineer,15,Ingénieur,Terraform,18000
Huawei Maroc,Architecte Solutions,0,Ingénieur,Microservices,14000
Orange Business Services Maroc,DevOps Engineer,3,Ingénieur,AWS,13000
SAP Maroc,Développeur Full Stack,0,Bac+3,Vue.js,12000
Accenture Maroc,Développeur Full Stack,7,Master,Java Spring,17000
Capgemini Maroc,Chef de Projet IT,2,Master,Agile,12000
IBM Maroc,Ingénieur Réseau,5,Master,CCNP,15000
Microsoft Maroc,Chef de Projet IT,1,Bac+3,Agile,11000
Atos Maroc,Développeur Full Stack,9,Ingénieur,Python Django,16000
Dell Technologies Maroc,Data Scientist / IA,1,Master,PyTorch,13000
HP Maroc,Ingénieur Cybersécurité,0,Bac+3,ISO 27001,8000
Lenovo Maroc,Ingénieur Réseau,8,Master,CCNA,10000
SAP Maroc,Ingénieur Réseau,14,Doctorat,Palo Alto,24000
Dell Technologies Maroc,Architecte Solutions,4,Bac+3,Cloud Architecture,10000
Atos Maroc,Développeur Mobile,7,Ingénieur,Kotlin,13000
KPMG Technology Maroc,Chef de Projet IT,7,Bac+3,Agile,11000
Cisco Maroc,Chef de Projet IT,5,Bac+2,JIRA,7000
KPMG Technology Maroc,Chef de Projet IT,3,Bac+3,PMI,9000
SAP Maroc,Ingénieur Cybersécurité,1,Bac+3,Pentest,12000
SAP Maroc,Développeur Mobile,5,Bac+2,Xamarin,8000
EY Digital Maroc,Business Intelligence,7,Ingénieur,Oracle BI,18000
Accenture Maroc,Data Scientist / IA,9,Doctorat,Tableau,27000
Capgemini Maroc,Cloud Engineer,9,Ingénieur,Azure,19000
Cisco Maroc,Développeur Mobile,10,Master,Kotlin,11000
EY Digital Maroc,Développeur Mobile,15,Doctorat,React Native,21000
IBM Maroc,Développeur Mobile,8,Master,Ionic,14000
Orange Business Services Maroc,Chef de Projet IT,7,Bac+3,PMI,7000
Lenovo Maroc,Business Intelligence,8,Master,Oracle BI,11000
PWC Digital Maroc,Architecte Solutions,8,Bac+3,System Design,12000
IBM Maroc,Data Scientist / IA,10,Ingénieur,R,29000
Deloitte Digital Maroc,Architecte Solutions,13,Master,Microservices,21000
Atos Maroc,Business Intelligence,14,Master,SAP BO,13000
KPMG Technology Maroc,Chef de Projet IT,8,Ingénieur,Prince2,19000
KPMG Technology Maroc,Architecte Solutions,4,Master,SOA,14000
HP Maroc,Architecte Solutions,5,Bac+3,UML,8000
Capgemini Maroc,Ingénieur Réseau,2,Master,Fortinet,11000
SAP Maroc,Cloud Engineer,2,Ingénieur,Google Cloud,19000
Sopra Steria Maroc,Ingénieur Réseau,5,Ingénieur,Juniper,12000
Atos Maroc,Cloud Engineer,9,Ingénieur,Terraform,17000
EY Digital Maroc,Data Scientist / IA,8,Doctorat,Spark,22000
Atos Maroc,Architecte Solutions,10,Master,UML,15000
EY Digital Maroc,Développeur Full Stack,7,Master,.NET Core,15000
PWC Digital Maroc,DevOps Engineer,15,Master,Ansible,21000
KPMG Technology Maroc,Data Scientist / IA,6,Doctorat,TensorFlow,25000
Sopra Steria Maroc,Ingénieur Réseau,13,Master,CCNP,13000
IBM Maroc,Ingénieur Réseau,7,Bac+3,Palo Alto,10000
Dell Technologies Maroc,Développeur Mobile,10,Ingénieur,Kotlin,15000
Dell Technologies Maroc,Business Intelligence,5,Bac+3,SAP BO,8000
Atos Maroc,Cloud Engineer,1,Bac+3,Kubernetes,8000
Oracle Maroc,Chef de Projet IT,0,Master,Scrum,13000
Oracle Maroc,Business Intelligence,1,Bac+3,QlikView,10000
Atos Maroc,Data Scientist / IA,3,Bac+3,R,10000
Dell Technologies Maroc,Ingénieur Cybersécurité,14,Master,Firewall,16000
Huawei Maroc,Architecte Solutions,0,Master,Enterprise Architecture,11000
CGI Maroc,Développeur Mobile,8,Doctorat,Flutter,13000
Huawei Maroc,Data Scientist / IA,4,Bac+3,PyTorch,9000
CGI Maroc,Architecte Solutions,3,Ingénieur,Microservices,16000
IBM Maroc,Chef de Projet IT,4,Doctorat,Scrum,21000
Capgemini Maroc,Business Intelligence,3,Ingénieur,Power BI,15000
Microsoft Maroc,Ingénieur Cybersécurité,13,Ingénieur,Pentest,33000
Capgemini Maroc,Développeur Mobile,6,Ingénieur,Xamarin,14000
Capgemini Maroc,Cloud Engineer,6,Ingénieur,Google Cloud,18000
Sopra Steria Maroc,Ingénieur Cybersécurité,14,Ingénieur,Firewall,19000
Deloitte Digital Maroc,Ingénieur Réseau,10,Ingénieur,CCNA,18000
Dell Technologies Maroc,DevOps Engineer,9,Ingénieur,Kubernetes,18000
Tata Consultancy Services Maroc,Développeur Full Stack,3,Bac+2,Java Spring,5000
HP Maroc,Business Intelligence,5,Ingénieur,SQL Server,13000
EY Digital Maroc,Développeur Full Stack,1,Bac+2,Java Spring,6000
Atos Maroc,Développeur Full Stack,7,Ingénieur,React,15000
Lenovo Maroc,Développeur Full Stack,11,Doctorat,Python Django,15000
Sopra Steria Maroc,Développeur Full Stack,1,Bac+3,Java Spring,7000
Huawei Maroc,Architecte Solutions,5,Ingénieur,System Design,14000
Accenture Maroc,Chef de Projet IT,10,Master,Prince2,19000
EY Digital Maroc,Data Scientist / IA,8,Ingénieur,Scikit-learn,23000
Tata Consultancy Services Maroc,Ingénieur Cybersécurité,2,Bac+3,Firewall,7000
Microsoft Maroc,Business Intelligence,0,Ingénieur,Tableau,19000
PWC Digital Maroc,DevOps Engineer,9,Ingénieur,Kubernetes,20000
Sopra Steria Maroc,Développeur Mobile,2,Bac+3,Android Studio,7000
Lenovo Maroc,Ingénieur Cybersécurité,11,Bac+3,CISSP,9000
PWC Digital Maroc,Développeur Full Stack,14,Ingénieur,Java Spring,23000
SAP Maroc,Cloud Engineer,7,Master,Kubernetes,18000
Cisco Maroc,Ingénieur Réseau,7,Ingénieur,SD-WAN,12000
Huawei Maroc,Cloud Engineer,6,Doctorat,Google Cloud,15000
Lenovo Maroc,DevOps Engineer,7,Ingénieur,GitLab CI/CD,14000
KPMG Technology Maroc,Cloud Engineer,0,Ingénieur,Docker,16000
Huawei Maroc,Développeur Mobile,7,Ingénieur,React Native,14000
Accenture Maroc,Ingénieur Cybersécurité,13,Ingénieur,Firewall,29000
Oracle Maroc,Chef de Projet IT,3,Master,Kanban,17000
PWC Digital Maroc,Ingénieur Cybersécurité,13,Ingénieur,Pentest,26000
Orange Business Services Maroc,Cloud Engineer,0,Bac+2,Azure,5000
Accenture Maroc,Chef de Projet IT,14,Master,Prince2,20000
KPMG Technology Maroc,Chef de Projet IT,1,Bac+2,Kanban,7000
Orange Business Services Maroc,Business Intelligence,3,Doctorat,Oracle BI,13000
Accenture Maroc,Ingénieur Cybersécurité,5,Ingénieur,CISSP,23000
Cisco Maroc,Ingénieur Cybersécurité,6,Master,Ethical Hacking,16000
Cisco Maroc,Data Scientist / IA,11,Bac+3,R,11000
Tata Consultancy Services Maroc,Chef de Projet IT,10,Bac+3,MS Project,7000
IBM Maroc,Ingénieur Réseau,3,Master,Cisco,13000
Sopra Steria Maroc,Ingénieur Réseau,4,Ingénieur,Cisco,12000
SAP Maroc,Développeur Full Stack,1,Bac+3,Java Spring,11000
Lenovo Maroc,Architecte Solutions,5,Ingénieur,Cloud Architecture,14000
Sopra Steria Maroc,Développeur Mobile,14,Bac+3,Ionic,10000
Capgemini Maroc,Développeur Full Stack,8,Ingénieur,Node.js,18000
CGI Maroc,Développeur Full Stack,8,Master,Angular,13000
SAP Maroc,Architecte Solutions,5,Ingénieur,UML,21000
Accenture Maroc,Développeur Full Stack,14,Ingénieur,Node.js,23000
Tata Consultancy Services Maroc,Architecte Solutions,7,Ingénieur,Enterprise Architecture,15000
Atos Maroc,DevOps Engineer,12,Master,AWS,16000
Lenovo Maroc,Cloud Engineer,1,Bac+3,OpenStack,7000
Tata Consultancy Services Maroc,Cloud Engineer,8,Bac+3,AWS,8000
IBM Maroc,Développeur Mobile,8,Ingénieur,React Native,21000
CGI Maroc,Data Scientist / IA,11,Master,Tableau,19000
HP Maroc,Ingénieur Réseau,9,Ingénieur,SD-WAN,13000
Tata Consultancy Services Maroc,Ingénieur Réseau,4,Ingénieur,CCNP,10000
Capgemini Maroc,Chef de Projet IT,3,Ingénieur,Kanban,16000
SAP Maroc,Architecte Solutions,9,Ingénieur,UML,26000
PWC Digital Maroc,Chef de Projet IT,2,Master,Agile,13000
Dell Technologies Maroc,Développeur Mobile,5,Master,React Native,11000
Lenovo Maroc,Cloud Engineer,0,Master,Kubernetes,10000
Dell Technologies Maroc,Ingénieur Cybersécurité,1,Bac+3,Firewall,10000
IBM Maroc,Data Scientist / IA,11,Ingénieur,Python,31000
PWC Digital Maroc,Développeur Mobile,11,Doctorat,Swift,19000
Huawei Maroc,Chef de Projet IT,10,Doctorat,JIRA,17000
Microsoft Maroc,Data Scientist / IA,3,Bac+3,Spark,14000
Lenovo Maroc,DevOps Engineer,10,Doctorat,Terraform,14000
Sopra Steria Maroc,Ingénieur Cybersécurité,3,Master,Ethical Hacking,14000
Deloitte Digital Maroc,Ingénieur Cybersécurité,2,Bac+3,ISO 27001,10000
EY Digital Maroc,Chef de Projet IT,12,Doctorat,PMI,23000
Tata Consultancy Services Maroc,Ingénieur Cybersécurité,15,Ingénieur,Pentest,17000
KPMG Technology Maroc,Cloud Engineer,7,Bac+3,Azure,11000
Lenovo Maroc,Data Scientist / IA,6,Ingénieur,Tableau,17000
Accenture Maroc,Cloud Engineer,7,Master,Google Cloud,18000
Cisco Maroc,Développeur Mobile,13,Ingénieur,Flutter,16000
Huawei Maroc,Architecte Solutions,13,Ingénieur,System Design,19000
KPMG Technology Maroc,Chef de Projet IT,7,Master,JIRA,14000
Cisco Maroc,Ingénieur Réseau,8,Master,Cisco,10000
Tata Consultancy Services Maroc,Ingénieur Cybersécurité,10,Doctorat,CISSP,17000
Capgemini Maroc,Développeur Mobile,15,Master,Kotlin,14000
Accenture Maroc,Architecte Solutions,3,Ingénieur,UML,20000
IBM Maroc,Ingénieur Cybersécurité,13,Master,Ethical Hacking,23000
HP Maroc,Business Intelligence,10,Master,Power BI,13000
Accenture Maroc,Développeur Mobile,7,Master,Flutter,15000
HP Maroc,Développeur Full Stack,15,Bac+3,Node.js,10000
Cisco Maroc,Chef de Projet IT,2,Ingénieur,Agile,13000
Oracle Maroc,Ingénieur Cybersécurité,6,Master,Security+,19000
Lenovo Maroc,Ingénieur Cybersécurité,13,Ingénieur,Firewall,16000
Huawei Maroc,Ingénieur Cybersécurité,3,Ingénieur,Ethical Hacking,15000
Accenture Maroc,Data Scientist / IA,0,Bac+3,Spark,10000
KPMG Technology Maroc,Ingénieur Cybersécurité,7,Ingénieur,ISO 27001,18000
Orange Business Services Maroc,Business Intelligence,2,Bac+3,Talend,6000
PWC Digital Maroc,Business Intelligence,6,Ingénieur,SAP BO,18000
Accenture Maroc,Chef de Projet IT,14,Ingénieur,PMI,24000
Microsoft Maroc,Développeur Mobile,1,Ingénieur,Android Studio,18000
Orange Business Services Maroc,Business Intelligence,6,Ingénieur,Oracle BI,11000
EY Digital Maroc,Architecte Solutions,6,Master,UML,18000
KPMG Technology Maroc,Cloud Engineer,4,Master,AWS,14000
HP Maroc,Ingénieur Cybersécurité,13,Ingénieur,Firewall,17000
Microsoft Maroc,DevOps Engineer,8,Master,GitLab CI/CD,23000
PWC Digital Maroc,Business Intelligence,14,Ingénieur,Talend,21000
KPMG Technology Maroc,Business Intelligence,2,Bac+3,Tableau,8000
Orange Business Services Maroc,Développeur Full Stack,8,Bac+3,Node.js,8000
HP Maroc,Cloud Engineer,4,Doctorat,AWS,15000
KPMG Technology Maroc,DevOps Engineer,12,Ingénieur,Jenkins,22000
CGI Maroc,Ingénieur Réseau,3,Bac+3,Palo Alto,6000
Lenovo Maroc,Ingénieur Réseau,8,Bac+3,CCNA,6000
PWC Digital Maroc,Développeur Mobile,9,Master,Flutter,15000
HP Maroc,Ingénieur Cybersécurité,2,Ingénieur,ISO 27001,14000
Capgemini Maroc,Cloud Engineer,9,Bac+3,Docker,12000
Atos Maroc,Développeur Mobile,3,Master,Xamarin,10000
HP Maroc,Architecte Solutions,9,Ingénieur,Cloud Architecture,15000
Huawei Maroc,Ingénieur Réseau,14,Master,Fortinet,11000
SAP Maroc,Business Intelligence,12,Master,SQL Server,19000
Atos Maroc,Business Intelligence,9,Doctorat,QlikView,16000
Cisco Maroc,Business Intelligence,5,Bac+3,SAP BO,7000
Accenture Maroc,Ingénieur Cybersécurité,2,Bac+3,Firewall,13000
Lenovo Maroc,Développeur Full Stack,3,Ingénieur,Angular,13000
Cisco Maroc,Développeur Mobile,6,Doctorat,Kotlin,14000
Deloitte Digital Maroc,Business Intelligence,2,Bac+3,Power BI,8000
Sopra Steria Maroc,DevOps Engineer,11,Ingénieur,Docker,19000
HP Maroc,Chef de Projet IT,7,Master,Scrum,11000
Huawei Maroc,Chef de Projet IT,9,Doctorat,PMI,17000
Accenture Maroc,Développeur Full Stack,4,Ingénieur,Vue.js,20000
Dell Technologies Maroc,Ingénieur Réseau,1,Bac+3,CCNP,6000
Lenovo Maroc,Ingénieur Réseau,3,Bac+3,CCNA,6000
CGI Maroc,Architecte Solutions,6,Ingénieur,UML,17000
SAP Maroc,Développeur Mobile,15,Ingénieur,Android Studio,22000
CGI Maroc,Développeur Full Stack,12,Doctorat,Angular,20000
Orange Business Services Maroc,Ingénieur Cybersécurité,4,Master,Ethical Hacking,12000
SAP Maroc,Data Scientist / IA,6,Doctorat,Spark,26000
CGI Maroc,Ingénieur Cybersécurité,11,Doctorat,Pentest,22000
PWC Digital Maroc,Ingénieur Cybersécurité,8,Master,Ethical Hacking,17000
Accenture Maroc,Architecte Solutions,8,Bac+3,SOA,14000
Deloitte Digital Maroc,Cloud Engineer,9,Master,Terraform,16000
Oracle Maroc,Ingénieur Réseau,10,Doctorat,CCNP,19000
PWC Digital Maroc,Chef de Projet IT,0,Bac+3,Prince2,9000
HP Maroc,Ingénieur Cybersécurité,8,Ingénieur,Pentest,19000
SAP Maroc,Développeur Full Stack,8,Ingénieur,.NET Core,22000
SAP Maroc,Développeur Full Stack,4,Bac+3,Python Django,11000
KPMG Technology Maroc,Développeur Full Stack,5,Master,Java Spring,14000
EY Digital Maroc,Développeur Full Stack,9,Doctorat,Node.js,21000
Cisco Maroc,Data Scientist / IA,1,Ingénieur,PyTorch,16000
Capgemini Maroc,Data Scientist / IA,4,Doctorat,Tableau,18000
SAP Maroc,DevOps Engineer,2,Bac+3,Kubernetes,10000
Tata Consultancy Services Maroc,Business Intelligence,9,Ingénieur,SQL Server,11000
Deloitte Digital Maroc,DevOps Engineer,1,Bac+2,Docker,6000
Microsoft Maroc,Architecte Solutions,1,Master,API,17000
SAP Maroc,Architecte Solutions,13,Bac+3,UML,16000
Tata Consultancy Services Maroc,Développeur Full Stack,4,Master,Python Django,10000
CGI Maroc,Ingénieur Cybersécurité,0,Master,ISO 27001,12000
PWC Digital Maroc,Ingénieur Cybersécurité,1,Bac+3,Firewall,12000
Dell Technologies Maroc,Data Scientist / IA,5,Bac+3,Scikit-learn,12000
Orange Business Services Maroc,Ingénieur Réseau,2,Ingénieur,Palo Alto,11000
Accenture Maroc,Ingénieur Réseau,1,Master,Fortinet,10000
IBM Maroc,Chef de Projet IT,9,Master,JIRA,20000
Capgemini Maroc,Data Scientist / IA,1,Ingénieur,Python,18000
HP Maroc,Cloud Engineer,15,Ingénieur,OpenStack,16000
Deloitte Digital Maroc,Data Scientist / IA,3,Ingénieur,PyTorch,18000
Deloitte Digital Maroc,Ingénieur Réseau,1,Bac+3,SD-WAN,8000
Oracle Maroc,DevOps Engineer,3,Ingénieur,Kubernetes,19000
Capgemini Maroc,DevOps Engineer,10,Ingénieur,Docker,17000
Sopra Steria Maroc,Développeur Mobile,10,Ingénieur,Ionic,16000
Dell Technologies Maroc,Architecte Solutions,8,Bac+3,System Design,12000
Capgemini Maroc,Développeur Full Stack,2,Bac+3,Java Spring,10000
Orange Business Services Maroc,Business Intelligence,8,Doctorat,Tableau,15000
HP Maroc,DevOps Engineer,8,Bac+3,Docker,9000
Atos Maroc,Chef de Projet IT,11,Ingénieur,Kanban,18000
Cisco Maroc,Développeur Full Stack,5,Bac+3,Angular,9000
Capgemini Maroc,Business Intelligence,3,Master,SAP BO,12000
PWC Digital Maroc,Chef de Projet IT,1,Bac+3,JIRA,9000
Capgemini Maroc,Architecte Solutions,5,Master,Cloud Architecture,16000
Oracle Maroc,Développeur Mobile,6,Ingénieur,Swift,18000
IBM Maroc,DevOps Engineer,8,Doctorat,GitLab CI/CD,26000
Dell Technologies Maroc,Cloud Engineer,5,Ingénieur,Azure,16000
KPMG Technology Maroc,Chef de Projet IT,13,Ingénieur,Scrum,20000
EY Digital Maroc,DevOps Engineer,1,Master,Docker,12000
HP Maroc,Business Intelligence,2,Master,SQL Server,9000
Cisco Maroc,Chef de Projet IT,7,Doctorat,JIRA,16000
HP Maroc,Ingénieur Réseau,8,Bac+3,Juniper,6000
Atos Maroc,Développeur Mobile,13,Ingénieur,Kotlin,13000
Cisco Maroc,Développeur Mobile,4,Master,React Native,11000
Cisco Maroc,Cloud Engineer,9,Ingénieur,Kubernetes,16000
SAP Maroc,DevOps Engineer,8,Bac+3,Terraform,13000
IBM Maroc,Cloud Engineer,4,Ingénieur,OpenStack,19000
PWC Digital Maroc,Architecte Solutions,0,Ingénieur,Cloud Architecture,17000
Cisco Maroc,Business Intelligence,15,Master,SQL Server,14000
HP Maroc,Business Intelligence,6,Doctorat,Talend,15000
HP Maroc,Ingénieur Réseau,6,Ingénieur,Juniper,11000
Cisco Maroc,Développeur Mobile,2,Ingénieur,Swift,13000
Huawei Maroc,Développeur Full Stack,0,Ingénieur,React,13000
Huawei Maroc,Ingénieur Cybersécurité,1,Ingénieur,SIEM,14000
EY Digital Maroc,Ingénieur Réseau,13,Master,Cisco,14000
Lenovo Maroc,DevOps Engineer,5,Master,Ansible,12000
Sopra Steria Maroc,Architecte Solutions,3,Bac+2,SOA,7000
Cisco Maroc,Développeur Full Stack,10,Ingénieur,Node.js,19000
CGI Maroc,Développeur Full Stack,4,Bac+3,.NET Core,9000
Cisco Maroc,Développeur Full Stack,2,Master,Angular,13000
Deloitte Digital Maroc,Ingénieur Réseau,3,Bac+3,CCNP,9000
Atos Maroc,Architecte Solutions,0,Bac+3,API,8000
CGI Maroc,Cloud Engineer,3,Master,Google Cloud,12000
Accenture Maroc,Ingénieur Réseau,13,Doctorat,SD-WAN,19000
Deloitte Digital Maroc,Développeur Mobile,0,Ingénieur,React Native,13000
Accenture Maroc,Ingénieur Réseau,2,Bac+3,Palo Alto,9000
Atos Maroc,Architecte Solutions,2,Master,SOA,12000
Dell Technologies Maroc,Chef de Projet IT,1,Bac+3,Prince2,8000
Deloitte Digital Maroc,Data Scientist / IA,10,Doctorat,Python,23000
Capgemini Maroc,Ingénieur Réseau,4,Bac+3,Palo Alto,8000
Atos Maroc,Ingénieur Réseau,4,Ingénieur,Juniper,10000
Cisco Maroc,Architecte Solutions,2,Bac+2,SOA,6000
HP Maroc,Développeur Mobile,8,Ingénieur,Ionic,14000
Dell Technologies Maroc,DevOps Engineer,7,Ingénieur,AWS,16000
Deloitte Digital Maroc,Architecte Solutions,14,Ingénieur,Microservices,27000
Huawei Maroc,Développeur Mobile,7,Doctorat,Kotlin,12000
Accenture Maroc,Développeur Mobile,5,Ingénieur,Xamarin,18000
PWC Digital Maroc,Ingénieur Réseau,15,Bac+3,Palo Alto,12000
Deloitte Digital Maroc,Architecte Solutions,3,Bac+3,Cloud Architecture,12000
Cisco Maroc,Cloud Engineer,4,Doctorat,Kubernetes,19000
HP Maroc,Développeur Full Stack,9,Master,Vue.js,12000
SAP Maroc,Ingénieur Réseau,2,Ingénieur,Juniper,14000
Deloitte Digital Maroc,Cloud Engineer,7,Ingénieur,AWS,20000
KPMG Technology Maroc,Data Scientist / IA,9,Master,PyTorch,21000
Microsoft Maroc,Data Scientist / IA,10,Ingénieur,Tableau,27000
Microsoft Maroc,Ingénieur Cybersécurité,4,Ingénieur,Pentest,25000
Capgemini Maroc,Ingénieur Cybersécurité,6,Doctorat,ISO 27001,19000
Dell Technologies Maroc,Architecte Solutions,9,Ingénieur,System Design,18000
PWC Digital Maroc,Ingénieur Cybersécurité,14,Ingénieur,CISSP,26000
Deloitte Digital Maroc,Développeur Full Stack,13,Ingénieur,React,22000
HP Maroc,Ingénieur Réseau,4,Master,Fortinet,10000
Huawei Maroc,Business Intelligence,10,Master,Power BI,12000
Sopra Steria Maroc,Architecte Solutions,14,Master,Cloud Architecture,18000
Huawei Maroc,Ingénieur Réseau,10,Ingénieur,CCNP,14000
Microsoft Maroc,Architecte Solutions,4,Ingénieur,SOA,23000
Cisco Maroc,Développeur Mobile,7,Master,Kotlin,11000
Cisco Maroc,Data Scientist / IA,10,Master,Python,17000
EY Digital Maroc,Cloud Engineer,6,Bac+3,Terraform,10000
SAP Maroc,Développeur Mobile,8,Bac+3,Kotlin,12000
Orange Business Services Maroc,Architecte Solutions,14,Bac+3,API,11000
Orange Business Services Maroc,Cloud Engineer,2,Ingénieur,Azure,12000
Tata Consultancy Services Maroc,Développeur Full Stack,15,Ingénieur,.NET Core,15000
Sopra Steria Maroc,Business Intelligence,0,Bac+3,QlikView,6000
Oracle Maroc,Cloud Engineer,7,Master,Azure,19000
KPMG Technology Maroc,DevOps Engineer,4,Bac+3,AWS,10000
Dell Technologies Maroc,Business Intelligence,9,Ingénieur,Tableau,14000
Deloitte Digital Maroc,Business Intelligence,2,Bac+2,Oracle BI,7000
Orange Business Services Maroc,Ingénieur Cybersécurité,10,Master,CISSP,15000
HP Maroc,Ingénieur Réseau,8,Master,Fortinet,9000
Sopra Steria Maroc,DevOps Engineer,13,Ingénieur,AWS,20000
Sopra Steria Maroc,Développeur Full Stack,6,Master,Angular,13000
Sopra Steria Maroc,DevOps Engineer,8,Master,Kubernetes,13000
Dell Technologies Maroc,Data Scientist / IA,10,Doctorat,R,21000
Cisco Maroc,Développeur Mobile,4,Bac+3,Xamarin,7000
KPMG Technology Maroc,Développeur Full Stack,1,Bac+3,Java Spring,9000
CGI Maroc,Data Scientist / IA,7,Ingénieur,Scikit-learn,18000
Orange Business Services Maroc,Cloud Engineer,6,Master,Docker,13000
Oracle Maroc,Data Scientist / IA,5,Master,Spark,19000
SAP Maroc,Développeur Full Stack,1,Master,Node.js,14000
Tata Consultancy Services Maroc,Business Intelligence,6,Ingénieur,QlikView,12000
Oracle Maroc,Chef de Projet IT,14,Ingénieur,PMI,23000
Tata Consultancy Services Maroc,Ingénieur Réseau,10,Ingénieur,Palo Alto,12000
